user_id,target_item_id,query_item,similarity_to_target,rank,history_length,most_similar_history_item
10269,6899,2482,0.7613597512245178,743,2,2482
10270,9739,6478,0.5844401717185974,13067,6,6478
10271,441,7900,0.6141229271888733,10979,3,7900
10272,4140,5660,0.720821738243103,388,2,5660
10273,7522,7181,0.8598437309265137,9,2,7181
10274,5936,3388,0.7509610056877136,407,3,3388
10275,1075,5936,0.6486330032348633,5842,6,5936
10276,2878,15212,0.7028383016586304,2710,2,15212
10277,2217,2784,0.6605584025382996,7987,3,2784
10278,4528,10892,0.7587015628814697,403,4,10892
10279,3237,371,0.7379515171051025,204,8,371
10280,7958,2076,0.7646462917327881,473,8,2076
10281,9725,17138,0.7767959237098694,309,2,17138
10282,74,60,0.8837301731109619,8,6,60
10283,5740,17287,0.8236828446388245,31,7,17287
10284,14207,9382,0.5931223034858704,13181,2,9382
10285,5716,72,0.6213134527206421,12241,8,72
10286,72,82,0.817847490310669,255,2,82
10287,2719,34,0.7412117719650269,2391,8,34
10288,2562,72,0.726489782333374,3536,3,72
10289,689,688,0.9297990798950195,4,7,688
10290,10767,2865,0.7177494764328003,3837,2,2865
10291,1459,4462,0.7704449892044067,2285,8,4462
10292,17329,72,0.827631950378418,108,2,72
10293,2865,3217,0.659087061882019,9041,2,3217
10294,180,72,0.5568211078643799,17986,6,72
10295,15975,16566,0.8733841180801392,22,5,16566
10296,11845,312,0.7990070581436157,235,3,312
10297,2012,10899,0.6272392272949219,14394,7,10899
10298,13345,13629,0.7830603122711182,502,3,13629
10299,72,13739,0.8355031609535217,22,8,13739
10300,72,2863,0.7888258099555969,649,2,2863
10301,4127,365,0.6194827556610107,11065,4,365
10302,81,1685,0.7051421403884888,6315,3,1685
10303,2133,72,0.6685423851013184,7747,2,72
10304,8866,1037,0.7180448770523071,420,2,1037
10305,585,2100,0.6830745935440063,8341,2,2100
10306,72,1273,0.6198074817657471,6961,2,1273
10307,72,1462,0.8368875980377197,63,2,1462
10308,5066,5723,0.7072635889053345,5117,8,5723
10309,16745,12344,0.814041256904602,139,8,12344
10310,16045,17332,0.7659143209457397,86,2,17332
10311,79,72,0.7990740537643433,345,2,72
10312,384,8862,0.6353968381881714,7803,3,8862
10313,15975,12896,0.6246364116668701,6413,8,12896
10314,11231,620,0.6644256114959717,5397,2,620
10315,72,17334,0.8350418210029602,68,4,17334
10316,4377,1239,0.6003215312957764,10963,2,1239
10317,72,3060,0.8279597759246826,85,2,3060
10318,72,17335,0.7218334078788757,5337,4,17335
10319,2231,17336,0.7600752115249634,3390,8,17336
10320,17337,291,0.5557985901832581,17110,3,291
10321,6530,11820,0.618475079536438,7353,2,11820
10322,6530,16988,0.6178659796714783,8631,5,16988
10323,6325,1069,0.6498826742172241,5581,3,1069
10324,7591,17338,0.6746833324432373,3456,3,17338
10325,12281,15909,0.6803961396217346,4563,2,15909
10326,2792,12281,0.7063111066818237,5996,4,12281
10327,11979,1099,0.7208130359649658,4899,8,1099
10328,2615,2802,0.7107619047164917,4781,2,2802
10329,1262,1529,0.58223557472229,15980,8,1529
10330,17101,7054,0.5498149394989014,15098,2,7054
10331,14396,6206,0.7625970244407654,186,2,6206
10332,10257,6722,0.5828845500946045,16432,5,6722
10333,17341,1797,0.6621569395065308,5393,2,1797
10334,386,5870,0.6407573819160461,5363,2,5870
10335,6144,14773,0.779491662979126,126,6,14773
10336,10170,3363,0.5684051513671875,17277,2,3363
10337,4181,3351,0.7135510444641113,1795,2,3351
10338,3363,640,0.821851372718811,35,8,640
10339,3363,5553,0.6378043293952942,6498,4,5553
10340,5809,7613,0.637080729007721,5992,4,7613
10341,14801,17344,0.7955759167671204,17,2,17344
10342,5815,7843,0.8085441589355469,139,2,7843
10343,7400,1994,0.5670496225357056,16279,2,1994
10344,980,5899,0.583682656288147,16660,4,5899
10345,5065,1405,0.7921848297119141,384,8,1405
10346,9564,2010,0.7208589315414429,1321,3,2010
10347,17163,828,0.7837735414505005,179,5,828
10348,57,6135,0.6282941102981567,3861,2,6135
10349,2561,670,0.6306123733520508,13077,2,670
10350,8758,6202,0.7517699003219604,269,4,6202
10351,758,17001,0.6049290895462036,15290,4,17001
10352,15175,9793,0.8159490823745728,23,2,9793
10353,7935,7381,0.8096888661384583,19,2,7381
10354,5161,980,0.6639662981033325,2913,3,980
10355,478,14396,0.6819722056388855,2784,3,14396
10356,5765,5808,0.7966139316558838,57,3,5808
10357,14684,16633,0.6833775043487549,2586,2,16633
10358,7462,452,0.6761906147003174,8267,2,452
10359,10023,6529,0.65712970495224,3830,8,6529
10360,10372,980,0.6985300779342651,1289,2,980
10361,1194,9900,0.7617305517196655,103,2,9900
10362,13020,6857,0.7301476001739502,2147,2,6857
10363,789,4339,0.6763471961021423,2752,3,4339
10364,10126,9898,0.8321408033370972,52,4,9898
10365,17352,2644,0.6536393165588379,15358,5,2644
10366,7067,2994,0.794944167137146,1014,8,2994
10367,13556,8428,0.7180536985397339,4570,5,8428
10368,1146,3176,0.6434053778648376,5851,8,3176
10369,17247,14093,0.6952676773071289,5709,3,14093
10370,3101,835,0.5887035131454468,11832,2,835
10371,7294,16253,0.6126326322555542,12575,2,16253
10372,2674,7608,0.737492561340332,3639,3,7608
10373,17354,7832,0.7199797630310059,1792,4,7832
10374,1055,10586,0.6665321588516235,4557,4,10586
10375,2673,8283,0.6403838396072388,14333,7,8283
10376,397,1653,0.7544967532157898,1649,7,1653
10377,319,4292,0.9294228553771973,8,2,4292
10378,6794,408,0.8368703126907349,85,2,408
10379,1484,820,0.6459733843803406,7276,2,820
10380,16758,408,0.7054086923599243,1287,2,408
10381,7923,4083,0.7638241052627563,904,5,4083
10382,1118,16630,0.7281568050384521,3617,5,16630
10383,16028,1706,0.6375910043716431,10612,5,1706
10384,1301,1239,0.6494803428649902,2163,3,1239
10385,439,520,0.865139901638031,41,8,520
10386,4408,2323,0.627604603767395,9584,6,2323
10387,7699,4564,0.6313768625259399,5285,8,4564
10388,354,140,0.6566743850708008,6190,8,140
10389,5781,1365,0.6562806367874146,8869,8,1365
10390,410,6686,0.6047390699386597,13156,2,6686
10391,17101,14378,0.7589754462242126,302,4,14378
10392,410,14927,0.7659883499145508,277,3,14927
10393,163,17330,0.77627032995224,264,3,17330
10394,1273,9959,0.5240707397460938,18216,4,9959
10395,410,7741,0.6817641258239746,2593,5,7741
10396,165,4302,0.6721781492233276,5193,2,4302
10397,439,15870,0.5953937768936157,11569,5,15870
10398,7381,8390,0.79026859998703,93,2,8390
10399,5901,392,0.7348389625549316,665,4,392
10400,3558,5261,0.7253233194351196,340,5,5261
10401,9549,2046,0.8044431209564209,556,8,2046
10402,9974,7935,0.7249808311462402,779,4,7935
10403,11845,12587,0.7708685994148254,1627,7,12587
10404,16883,561,0.6366274356842041,13767,8,561
10405,5966,17359,0.6602803468704224,7412,8,17359
10406,7082,17205,0.7199740409851074,2588,3,17205
10407,1562,5966,0.7289659380912781,667,5,5966
10408,2164,1684,0.8489369750022888,57,3,1684
10409,8678,5966,0.6462808847427368,5128,6,5966
10410,5966,17360,0.769713819026947,254,3,17360
10411,16635,4454,0.7464084625244141,368,8,4454
10412,9167,649,0.7166050672531128,861,8,649
10413,9373,17362,0.7496435642242432,2529,3,17362
10414,16946,15266,0.6824433207511902,6181,8,15266
10415,4818,3870,0.8194750547409058,229,8,3870
10416,10622,103,0.6816613078117371,2176,3,103
10417,1659,335,0.6327502727508545,2149,4,335
10418,508,1562,0.6478700041770935,13442,5,1562
10419,513,11514,0.8776905536651611,4,2,11514
10420,1071,7125,0.7216606140136719,2163,5,7125
10421,1262,4111,0.6931328177452087,1447,5,4111
10422,7365,1279,0.8666038513183594,37,8,1279
10423,4541,7625,0.6662930250167847,2884,8,7625
10424,9794,2677,0.6424392461776733,3469,4,2677
10425,2444,17367,0.6277163028717041,12225,4,17367
10426,47,1257,0.5195799469947815,17165,4,1257
10427,13446,808,0.8279385566711426,201,7,808
10428,5001,3943,0.6096539497375488,11819,2,3943
10429,14572,429,0.7542803287506104,686,5,429
10430,6757,14860,0.591552197933197,15285,2,14860
10431,11174,554,0.7576054334640503,426,4,554
10432,1614,10890,0.6497318744659424,2961,8,10890
10433,9169,1768,0.661838173866272,6881,2,1768
10434,9800,4111,0.835584282875061,9,8,4111
10435,11871,17165,0.786979615688324,293,7,17165
10436,512,10166,0.7389285564422607,625,2,10166
10437,9956,3868,0.6820183992385864,3193,3,3868
10438,2204,6011,0.8609873056411743,134,5,6011
10439,4715,15372,0.8583164811134338,8,8,15372
10440,13182,5206,0.75202476978302,2130,5,5206
10441,5672,5206,0.7414259314537048,3108,2,5206
10442,13260,17173,0.7356714010238647,3012,5,17173
10443,2142,16092,0.7673009634017944,741,8,16092
10444,9271,14215,0.7484437823295593,2938,5,14215
10445,2486,1867,0.6732727885246277,2090,2,1867
10446,8162,5991,0.7357860207557678,859,3,5991
10447,9271,4773,0.5400075912475586,16339,2,4773
10448,3176,490,0.5539530515670776,13910,8,490
10449,4471,2862,0.6772636771202087,4767,2,2862
10450,6430,15825,0.6838356852531433,7016,2,15825
10451,9271,11020,0.6141364574432373,9689,3,11020
10452,649,752,0.6407585144042969,7753,4,752
10453,16620,9271,0.699569821357727,2399,7,9271
10454,7979,6414,0.6448404788970947,8533,2,6414
10455,752,15876,0.71463942527771,2412,4,15876
10456,12382,17375,0.8024703860282898,315,7,17375
10457,1864,9271,0.8868989944458008,2,4,9271
10458,9771,6861,0.7351461052894592,3480,4,6861
10459,2208,7780,0.8897360563278198,5,3,7780
10460,6136,6357,0.8879373073577881,9,7,6357
10461,11847,14819,0.9065214991569519,1,3,14819
10462,3325,596,0.6464242935180664,8270,4,596
10463,2451,4009,0.6680684685707092,3013,8,4009
10464,390,10240,0.545757532119751,17627,3,10240
10465,2743,13551,0.8509936928749084,33,6,13551
10466,14213,13559,0.7565077543258667,1373,2,13559
10467,17376,17024,0.8051035404205322,95,2,17024
10468,5173,10060,0.6575359106063843,6618,2,10060
10469,4869,1589,0.6820319890975952,2582,3,1589
10470,11084,442,0.8772141933441162,29,8,442
10471,8061,5214,0.7034186720848083,1570,2,5214
10472,2133,437,0.6255743503570557,6076,5,437
10473,13969,51,0.7338950037956238,3223,2,51
10474,6136,3025,0.6761304140090942,2030,2,3025
10475,4571,9021,0.6331854462623596,5561,8,9021
10476,5252,7564,0.7482600212097168,696,3,7564
10477,6029,3895,0.8638964295387268,7,7,3895
10478,15986,7127,0.8622536659240723,12,3,7127
10479,2478,10053,0.7005057334899902,1879,3,10053
10480,667,39,0.8051756620407104,44,8,39
10481,7194,6645,0.5899337530136108,11796,8,6645
10482,16631,29,0.609131932258606,11380,8,29
10483,2805,5351,0.7235457897186279,1694,2,5351
10484,4148,4785,0.882051408290863,13,5,4785
10485,9,3940,0.6793946027755737,5771,4,3940
10486,17317,11395,0.8237510919570923,28,3,11395
10487,7225,9499,0.6187784075737,11100,8,9499
10488,11484,11963,0.9251456260681152,8,6,11963
10489,5539,7225,0.908994197845459,10,2,7225
10490,8084,3036,0.6514312028884888,10247,3,3036
10491,5945,12029,0.5923637747764587,15124,8,12029
10492,4614,12413,0.566039502620697,16768,4,12413
10493,6980,8404,0.7023656964302063,363,4,8404
10494,4040,13123,0.7601925134658813,1281,4,13123
10495,5446,4040,0.7601986527442932,175,4,4040
10496,4040,9996,0.6063200235366821,11148,4,9996
10497,676,523,0.6626303195953369,9057,2,523
10498,8168,5465,0.7202365398406982,2079,5,5465
10499,8024,13340,0.6119894981384277,11878,6,13340
10500,13631,931,0.8263838291168213,651,8,931
10501,6324,4040,0.6703425049781799,6434,2,4040
10502,5285,8737,0.8410768508911133,50,8,8737
10503,8118,17386,0.7494558095932007,1747,3,17386
10504,12314,2536,0.6198978424072266,11238,3,2536
10505,2323,5305,0.6335332989692688,12482,6,5305
10506,16392,296,0.9557096362113953,11,8,296
10507,29,8382,0.6778537631034851,3812,8,8382
10508,5008,734,0.7873659133911133,396,4,734
10509,3739,15338,0.6780141592025757,5143,3,15338
10510,8487,2060,0.8143590688705444,56,3,2060
10511,4371,8133,0.7147802710533142,5299,5,8133
10512,649,2128,0.7336655855178833,2890,2,2128
10513,2465,17389,0.6335527896881104,12812,4,17389
10514,4766,17390,0.7816432118415833,77,8,17390
10515,1776,48,0.7192720770835876,2964,8,48
10516,2486,8031,0.6445324420928955,10910,8,8031
10517,13328,1218,0.6311184167861938,5205,6,1218
10518,13476,8021,0.7803695797920227,893,3,8021
10519,12812,2866,0.750921368598938,2128,4,2866
10520,5627,51,0.785571813583374,985,3,51
10521,12150,13730,0.7329107522964478,3303,8,13730
10522,11574,12259,0.8974128365516663,3,8,12259
10523,17391,1384,0.8377602696418762,6,4,1384
10524,3354,9559,0.8944720029830933,3,3,9559
10525,7825,403,0.6263929605484009,11768,4,403
10526,8535,8352,0.6573969125747681,7564,3,8352
10527,4345,6518,0.7252836227416992,2087,8,6518
10528,3997,6000,0.6867842674255371,3906,8,6000
10529,206,2269,0.8492919206619263,120,2,2269
10530,4963,1020,0.6970504522323608,2712,8,1020
10531,9559,1323,0.7183682918548584,486,5,1323
10532,786,16405,0.7547528147697449,188,2,16405
10533,17392,541,0.7113913297653198,1010,5,541
10534,6854,17393,0.5599237084388733,15932,2,17393
10535,3746,8200,0.7352755069732666,478,2,8200
10536,5855,5232,0.645281195640564,10996,2,5232
10537,7992,2219,0.6909216046333313,2558,8,2219
10538,6100,10765,0.8379406929016113,60,4,10765
10539,6540,12067,0.760929524898529,519,4,12067
10540,11655,7955,0.6753054857254028,2546,4,7955
10541,13557,13105,0.7002815008163452,2662,8,13105
10542,3299,13696,0.7958280444145203,420,5,13696
10543,6962,3184,0.6058213710784912,16596,6,3184
10544,5083,2365,0.7513507604598999,2653,2,2365
10545,1848,7980,0.8449329137802124,18,8,7980
10546,2532,1030,0.7811195254325867,1252,8,1030
10547,7992,663,0.694554328918457,6589,8,663
10548,13696,10218,0.6539187431335449,5621,8,10218
10549,5217,3729,0.7718261480331421,1149,5,3729
10550,1394,1756,0.7857643365859985,1015,2,1756
10551,623,1866,0.6248013377189636,8316,4,1866
10552,5788,738,0.6862785816192627,2224,4,738
10553,3380,2576,0.5243894457817078,17716,5,2576
10554,17399,7469,0.6341530084609985,10304,5,7469
10555,414,7087,0.6512712836265564,7653,3,7087
10556,8476,7087,0.6225073933601379,12680,6,7087
10557,5761,7469,0.8828240633010864,22,5,7469
10558,13578,7087,0.8358222246170044,97,7,7087
10559,1866,4796,0.6246942281723022,12349,2,4796
10560,2530,3710,0.5725467205047607,16534,2,3710
10561,9813,6235,0.8200541734695435,64,2,6235
10562,6777,379,0.8569685220718384,23,3,379
10563,9959,6972,0.7517723441123962,278,2,6972
10564,17398,6972,0.7757260203361511,167,8,6972
10565,5228,1986,0.6325419545173645,7211,8,1986
10566,9954,11613,0.7602011561393738,350,5,11613
10567,17403,6972,0.6718873381614685,2777,3,6972
10568,14143,6972,0.614338755607605,10295,2,6972
10569,9739,6207,0.579763650894165,15801,3,6207
10570,6972,9565,0.6902323365211487,5695,2,9565
10571,6972,625,0.6838662624359131,1867,3,625
10572,426,6972,0.6909971237182617,1732,8,6972
10573,6972,8234,0.6832640171051025,2043,3,8234
10574,17404,5006,0.7530582547187805,285,2,5006
10575,378,978,0.8153247237205505,61,2,978
10576,1273,226,0.5672197341918945,17062,8,226
10577,15529,4761,0.7848891615867615,183,3,4761
10578,3159,7428,0.6193873286247253,9384,6,7428
10579,3246,379,0.6792740821838379,1448,2,379
10580,5505,6403,0.6051990985870361,11849,4,6403
10581,15384,6743,0.6666476726531982,4393,8,6743
10582,3262,738,0.6651333570480347,3890,2,738
10583,10176,7884,0.7130297422409058,2516,3,7884
10584,10840,10526,0.8099204897880554,10,8,10526
10585,583,11964,0.8183899521827698,114,7,11964
10586,13489,2935,0.6628434062004089,5443,3,2935
10587,1257,737,0.7629700303077698,126,3,737
10588,557,386,0.6449968814849854,6053,2,386
10589,439,7267,0.8248997330665588,63,4,7267
10590,17407,5660,0.8152937889099121,50,2,5660
10591,14479,250,0.8007189035415649,276,2,250
10592,8064,6780,0.6362162828445435,10628,3,6780
10593,1246,4354,0.5946707129478455,11904,8,4354
10594,369,2923,0.7121081352233887,2564,2,2923
10595,15281,1856,0.5991193652153015,11720,5,1856
10596,6447,7084,0.7059963941574097,2102,5,7084
10597,15281,1946,0.7007319927215576,1458,6,1946
10598,598,8937,0.6325123906135559,5358,2,8937
10599,17409,4377,0.6624796390533447,3099,2,4377
10600,1829,5660,0.5395767688751221,16853,2,5660
10601,10789,1930,0.7026117444038391,3259,2,1930
10602,8582,5761,0.7152137756347656,776,3,5761
10603,4749,3169,0.7085890173912048,1282,3,3169
10604,6305,7033,0.6606872081756592,3471,2,7033
10605,11596,8145,0.8235870599746704,49,8,8145
10606,464,1257,0.6783004999160767,1149,8,1257
10607,4302,7527,0.64940345287323,7549,2,7527
10608,6235,3169,0.8886967897415161,18,3,3169
10609,14137,1149,0.7425868511199951,2347,3,1149
10610,15893,1039,0.8353719115257263,202,2,1039
10611,12061,11146,0.6688209772109985,3420,8,11146
10612,620,1946,0.6992853879928589,1523,3,1946
10613,17414,14466,0.7261435985565186,899,8,14466
10614,5553,751,0.7380253076553345,570,8,751
10615,3169,16802,0.7099494934082031,1330,3,16802
10616,2935,2878,0.6888260841369629,2254,8,2878
10617,8109,17178,0.7283793687820435,1256,3,17178
10618,11612,6937,0.9479795694351196,4,8,6937
10619,3169,6447,0.6102540493011475,11149,2,6447
10620,17417,4827,0.7198116779327393,1551,6,4827
10621,9915,1588,0.7503041625022888,722,3,1588
10622,420,3169,0.6915512084960938,2056,4,3169
10623,5893,10794,0.8886970281600952,20,2,10794
10624,7625,3169,0.6179133653640747,10619,3,3169
10625,14773,6112,0.790343165397644,115,8,6112
10626,3169,893,0.818408727645874,58,2,893
10627,4867,5761,0.7176622748374939,723,2,5761
10628,5177,6420,0.6283742785453796,11726,2,6420
10629,5360,3169,0.6624632477760315,4302,2,3169
10630,3169,16641,0.6102113723754883,12690,8,16641
10631,16833,2999,0.832848072052002,36,8,2999
10632,3473,6443,0.7302547693252563,352,3,6443
10633,17405,806,0.7623389363288879,157,3,806
10634,1257,3157,0.6796667575836182,2575,8,3157
10635,7675,7033,0.7098842859268188,894,2,7033
10636,586,9573,0.6238497495651245,8395,2,9573
10637,5032,198,0.6127339601516724,12382,3,198
10638,6770,7458,0.8114647269248962,108,4,7458
10639,7458,16339,0.6237150430679321,9468,3,16339
10640,6541,7458,0.8583992719650269,22,2,7458
10641,9385,6199,0.6456329226493835,3501,8,6199
10642,7458,4631,0.6704961657524109,2047,2,4631
10643,7458,17212,0.5422748923301697,17459,3,17212
10644,16112,5765,0.7198954820632935,285,3,5765
10645,9822,13340,0.6093969345092773,12358,3,13340
10646,7458,2799,0.6133579611778259,15994,2,2799
10647,6207,5005,0.778091311454773,166,2,5005
10648,8103,17028,0.7176564335823059,3086,8,17028
10649,15870,6743,0.8117508888244629,109,2,6743
10650,7108,2383,0.7099000215530396,2431,3,2383
10651,1946,7458,0.8269795179367065,69,2,7458
10652,6207,7458,0.7694196701049805,244,2,7458
10653,9579,11558,0.7534940242767334,577,2,11558
10654,11717,12489,0.9550986289978027,1,2,12489
10655,4325,16639,0.7905653119087219,86,3,16639
10656,11801,3945,0.7005006074905396,9209,8,3945
10657,6937,3587,0.6964308023452759,1394,5,3587
10658,478,6112,0.6275858879089355,8979,2,6112
10659,7894,17425,0.6959284543991089,2774,3,17425
10660,4380,1377,0.641393780708313,6376,8,1377
10661,16848,2442,0.6785199642181396,10574,3,2442
10662,6302,6112,0.8021150827407837,96,8,6112
10663,6112,3361,0.7764714956283569,339,8,3361
10664,2999,6112,0.8478089570999146,28,2,6112
10665,4858,10794,0.8939010500907898,16,8,10794
10666,6743,14691,0.8462471961975098,61,2,14691
10667,6112,5357,0.7575414180755615,460,8,5357
10668,40,6253,0.5167530179023743,18283,4,6253
10669,15489,17061,0.6550921201705933,4377,7,17061
10670,7442,738,0.7619656920433044,73,3,738
10671,738,3285,0.6667457818984985,8161,2,3285
10672,239,16125,0.7513211965560913,628,8,16125
10673,8553,10724,0.653190553188324,4157,3,10724
10674,166,8867,0.6244983673095703,9690,3,8867
10675,11438,10185,0.5847435593605042,12098,3,10185
10676,6590,9817,0.7359864115715027,564,4,9817
10677,11797,1879,0.634613037109375,10758,8,1879
10678,222,8104,0.666636049747467,3593,2,8104
10679,6590,882,0.650599479675293,4893,3,882
10680,10749,4337,0.6602993607521057,5969,4,4337
10681,6590,446,0.6793200969696045,1532,5,446
10682,6590,11584,0.8370620012283325,46,3,11584
10683,5700,11465,0.7440539598464966,675,8,11465
10684,345,16985,0.6148990988731384,15005,2,16985
10685,10294,6590,0.5787068009376526,17100,2,6590
10686,3364,2565,0.7048168778419495,1624,2,2565
10687,17433,6590,0.8976743817329407,13,7,6590
10688,6590,12229,0.622494101524353,13365,2,12229
10689,439,15486,0.6144065856933594,15096,4,15486
10690,5299,17435,0.7973713874816895,36,3,17435
10691,2039,17436,0.5920361280441284,15575,3,17436
10692,464,4284,0.7960251569747925,179,5,4284
10693,2012,1020,0.6604946851730347,5355,2,1020
10694,3142,8210,0.6481980085372925,5730,5,8210
10695,1260,3280,0.6727216243743896,3632,2,3280
10696,6590,343,0.7572802305221558,473,2,343
10697,7797,6590,0.5917084217071533,16056,7,6590
10698,457,6590,0.748845636844635,495,2,6590
10699,8824,3468,0.7717806100845337,194,2,3468
10700,6590,9975,0.7732456922531128,84,4,9975
10701,2996,6590,0.6048869490623474,14508,2,6590
10702,6590,5932,0.7354769706726074,735,2,5932
10703,2403,2062,0.8661521077156067,83,5,2062
10704,4369,16861,0.6409005522727966,4860,2,16861
10705,3286,8934,0.5950244069099426,9226,7,8934
10706,3472,6590,0.597530722618103,15471,5,6590
10707,11863,1022,0.7067892551422119,1382,3,1022
10708,1995,2004,0.7604126930236816,726,2,2004
10709,881,11585,0.7415659427642822,730,2,11585
10710,16401,6590,0.6648848056793213,4394,6,6590
10711,5300,345,0.8174341917037964,83,2,345
10712,9099,14413,0.6933728456497192,5257,3,14413
10713,345,14601,0.6132767200469971,8581,2,14601
10714,14042,6857,0.6519027352333069,12807,3,6857
10715,11612,751,0.7111902236938477,1510,5,751
10716,681,6608,0.8338608741760254,69,8,6608
10717,7782,9039,0.6545920372009277,2577,3,9039
10718,14588,9087,0.8295888900756836,10,4,9087
10719,10148,1285,0.7920776009559631,192,8,1285
10720,444,711,0.7475650310516357,56,3,711
10721,6161,3531,0.6785916090011597,6056,2,3531
10722,4421,11808,0.6478558778762817,2349,2,11808
10723,6621,7401,0.7335261106491089,167,2,7401
10724,5299,8296,0.7484972476959229,1441,2,8296
10725,599,2486,0.6740797758102417,6020,8,2486
10726,1181,12036,0.793818473815918,116,8,12036
10727,15091,5299,0.672717809677124,3141,2,5299
10728,5124,11834,0.5408356189727783,17460,5,11834
10729,130,16620,0.6990141272544861,5687,3,16620
10730,4866,15078,0.6684575080871582,995,3,15078
10731,5707,5616,0.7481540441513062,761,2,5616
10732,11572,5299,0.7084152698516846,1260,2,5299
10733,5396,5299,0.6282601952552795,8697,2,5299
10734,5299,82,0.5892103910446167,15818,7,82
10735,13767,11535,0.6235997080802917,11641,2,11535
10736,127,2531,0.8459886312484741,20,8,2531
10737,17443,9286,0.702600359916687,1211,3,9286
10738,4909,14855,0.5582890510559082,10484,3,14855
10739,420,1515,0.726474940776825,834,2,1515
10740,2754,7773,0.8503931164741516,65,2,7773
10741,14727,1771,0.6232833862304688,7423,4,1771
10742,10184,4216,0.6340680122375488,6662,7,4216
10743,17445,7275,0.8405742645263672,130,6,7275
10744,12088,1026,0.6844030022621155,2567,3,1026
10745,934,14724,0.70353764295578,2039,8,14724
10746,9876,16672,0.602008581161499,15812,4,16672
10747,12991,837,0.8212113380432129,36,2,837
10748,3523,1026,0.6628814935684204,5907,2,1026
10749,1026,10228,0.6888589859008789,4109,8,10228
10750,15737,16841,0.7895888090133667,92,8,16841
10751,5854,5566,0.6890825033187866,1502,5,5566
10752,1026,9039,0.6086611747741699,10224,4,9039
10753,1026,2871,0.6209211349487305,8656,7,2871
10754,989,14387,0.7948868274688721,198,3,14387
10755,15104,1798,0.8110703229904175,58,2,1798
10756,14971,1439,0.7191266417503357,1178,8,1439
10757,17418,8233,0.6793211698532104,1791,4,8233
10758,1026,5834,0.6193105578422546,10592,2,5834
10759,8211,17451,0.5307625532150269,16612,4,17451
10760,10041,5215,0.784273624420166,57,2,5215
10761,16,3603,0.6403673887252808,10187,6,3603
10762,13808,1026,0.6582506895065308,6829,2,1026
10763,2290,1543,0.5919421911239624,15952,2,1543
10764,1026,3215,0.7426577806472778,136,8,3215
10765,1026,6330,0.6788208484649658,5515,4,6330
10766,4154,16172,0.832626461982727,451,2,16172
10767,6089,10171,0.6449642181396484,4148,4,10171
10768,8918,1572,0.6352522373199463,9793,3,1572
10769,10421,950,0.6139512062072754,14884,3,950
10770,1026,10154,0.6435219645500183,7634,6,10154
10771,1026,16542,0.6655454635620117,6187,2,16542
10772,6409,1026,0.6617602705955505,6120,2,1026
10773,9847,1026,0.706489086151123,864,2,1026
10774,1026,8379,0.6041018962860107,9039,2,8379
10775,1026,1045,0.6823608875274658,7757,4,1045
10776,4403,1026,0.6531519889831543,7785,6,1026
10777,8934,439,0.627156138420105,8326,2,439
10778,11804,978,0.5907102227210999,9245,4,978
10779,8691,14396,0.6303851008415222,8759,2,14396
10780,8241,11077,0.6227460503578186,16210,3,11077
10781,2133,1026,0.7354367971420288,320,2,1026
10782,239,1026,0.6740854382514954,4045,3,1026
10783,4377,1026,0.8627842664718628,3,5,1026
10784,4107,14588,0.7895602583885193,220,3,14588
10785,870,1181,0.7465931177139282,860,2,1181
10786,14802,9858,0.8062912225723267,172,4,9858
10787,222,1587,0.6477875709533691,4226,2,1587
10788,11585,1026,0.7522355914115906,252,3,1026
10789,2765,17453,0.604701042175293,6004,8,17453
10790,383,5564,0.5955442190170288,12048,7,5564
10791,9625,11596,0.8499661684036255,8,3,11596
10792,2873,1983,0.7680186629295349,144,8,1983
10793,10892,7312,0.7487152814865112,600,8,7312
10794,1026,2046,0.6493394374847412,10565,8,2046
10795,3351,8896,0.7576578855514526,413,6,8896
10796,1026,3598,0.6590021252632141,7118,2,3598
10797,4284,8338,0.6975352168083191,2182,7,8338
10798,15951,10797,0.7382316589355469,520,2,10797
10799,17456,7940,0.6227058172225952,6371,7,7940
10800,439,7100,0.590453565120697,14505,6,7100
10801,1515,1026,0.8697844743728638,2,2,1026
10802,15679,1026,0.6404626965522766,10249,2,1026
10803,4660,16032,0.615039587020874,7020,6,16032
10804,17458,441,0.6306153535842896,8106,6,441
10805,5605,1985,0.5994827151298523,12694,2,1985
10806,14621,2133,0.68001389503479,6174,8,2133
10807,1791,6104,0.6995627880096436,1750,2,6104
10808,1515,2183,0.6533250212669373,12161,3,2183
10809,1515,17433,0.8952174782752991,6,2,17433
10810,10168,8351,0.8118986487388611,118,2,8351
10811,198,173,0.722244381904602,946,4,173
10812,1515,16350,0.7561283111572266,296,3,16350
10813,29,2856,0.6323431730270386,11612,7,2856
10814,3370,6707,0.6376436352729797,5850,4,6707
10815,11316,17461,0.8480494618415833,20,8,17461
10816,5893,1515,0.6214304566383362,11018,5,1515
10817,8998,1515,0.6436192989349365,7211,2,1515
10818,165,1984,0.7089394330978394,484,3,1984
10819,9064,6139,0.6398402452468872,7746,4,6139
10820,51,1515,0.5973465442657471,14809,3,1515
10821,1042,2215,0.5642443895339966,16970,3,2215
10822,552,1181,0.8658947348594666,9,6,1181
10823,11024,1515,0.632500171661377,9099,8,1515
10824,903,3715,0.7413763403892517,750,2,3715
10825,501,1515,0.644195556640625,7115,5,1515
